Gene Name,Functional Category
Rv1384,intermediary-metabolism-and-respiration
Rv1385,intermediary-metabolism-and-respiration
Rv1389,intermediary-metabolism-and-respiration
Rv1391,intermediary-metabolism-and-respiration
Rv1392,intermediary-metabolism-and-respiration
Rv1393c,intermediary-metabolism-and-respiration
Rv1394c,intermediary-metabolism-and-respiration
Rv1399c,intermediary-metabolism-and-respiration
Rv1400c,intermediary-metabolism-and-respiration
Rv1403c,intermediary-metabolism-and-respiration
Rv1405c,intermediary-metabolism-and-respiration
Rv1408,intermediary-metabolism-and-respiration
Rv1409,intermediary-metabolism-and-respiration
Rv1412,intermediary-metabolism-and-respiration
Rv1415,intermediary-metabolism-and-respiration
Rv1416,intermediary-metabolism-and-respiration
Rv1426c,intermediary-metabolism-and-respiration
Rv1432,intermediary-metabolism-and-respiration
Rv1436,intermediary-metabolism-and-respiration
Rv1437,intermediary-metabolism-and-respiration
Rv1438,intermediary-metabolism-and-respiration
Rv1442,intermediary-metabolism-and-respiration
Rv1445c,intermediary-metabolism-and-respiration
Rv1446c,intermediary-metabolism-and-respiration
Rv1447c,intermediary-metabolism-and-respiration
Rv1448c,intermediary-metabolism-and-respiration
Rv1449c,intermediary-metabolism-and-respiration
Rv1451,intermediary-metabolism-and-respiration
Rv1454c,intermediary-metabolism-and-respiration
Rv1464,intermediary-metabolism-and-respiration
Rv1465,intermediary-metabolism-and-respiration
Rv1470,intermediary-metabolism-and-respiration
Rv1471,intermediary-metabolism-and-respiration
Rv1475c,intermediary-metabolism-and-respiration
Rv1485,intermediary-metabolism-and-respiration
Rv1497,intermediary-metabolism-and-respiration
Rv1498c,intermediary-metabolism-and-respiration
Rv1500,intermediary-metabolism-and-respiration
Rv1511,intermediary-metabolism-and-respiration
Rv1512,intermediary-metabolism-and-respiration
Rv1516c,intermediary-metabolism-and-respiration
Rv1520,intermediary-metabolism-and-respiration
Rv1523,intermediary-metabolism-and-respiration
Rv1524,intermediary-metabolism-and-respiration
Rv1526c,intermediary-metabolism-and-respiration
Rv1530,intermediary-metabolism-and-respiration
Rv1538c,intermediary-metabolism-and-respiration
Rv1542c,intermediary-metabolism-and-respiration
Rv1552,intermediary-metabolism-and-respiration
Rv1553,intermediary-metabolism-and-respiration
Rv1554,intermediary-metabolism-and-respiration
Rv1555,intermediary-metabolism-and-respiration
Rv1559,intermediary-metabolism-and-respiration
Rv1568,intermediary-metabolism-and-respiration
Rv1569,intermediary-metabolism-and-respiration
Rv1570,intermediary-metabolism-and-respiration
Rv1589,intermediary-metabolism-and-respiration
Rv1594,intermediary-metabolism-and-respiration
Rv1595,intermediary-metabolism-and-respiration
Rv1596,intermediary-metabolism-and-respiration
Rv1599,intermediary-metabolism-and-respiration
Rv1600,intermediary-metabolism-and-respiration
Rv1601,intermediary-metabolism-and-respiration
Rv1602,intermediary-metabolism-and-respiration
Rv1603,intermediary-metabolism-and-respiration
Rv1604,intermediary-metabolism-and-respiration
Rv1605,intermediary-metabolism-and-respiration
Rv1606,intermediary-metabolism-and-respiration
Rv1609,intermediary-metabolism-and-respiration
Rv1611,intermediary-metabolism-and-respiration
Rv1612,intermediary-metabolism-and-respiration
Rv1613,intermediary-metabolism-and-respiration
Rv1617,intermediary-metabolism-and-respiration
Rv1620c,intermediary-metabolism-and-respiration
Rv1621c,intermediary-metabolism-and-respiration
Rv1622c,intermediary-metabolism-and-respiration
Rv1623c,intermediary-metabolism-and-respiration
Rv1625c,intermediary-metabolism-and-respiration
Rv1631,intermediary-metabolism-and-respiration
Rv1647,intermediary-metabolism-and-respiration
Rv1652,intermediary-metabolism-and-respiration
Rv1653,intermediary-metabolism-and-respiration
Rv1654,intermediary-metabolism-and-respiration
Rv1655,intermediary-metabolism-and-respiration
Rv1656,intermediary-metabolism-and-respiration
Rv1658,intermediary-metabolism-and-respiration
Rv1659,intermediary-metabolism-and-respiration
Rv1666c,intermediary-metabolism-and-respiration
Rv1681,intermediary-metabolism-and-respiration
Rv1692,intermediary-metabolism-and-respiration
Rv1695,intermediary-metabolism-and-respiration
Rv1699,intermediary-metabolism-and-respiration
Rv1703c,intermediary-metabolism-and-respiration
Rv1712,intermediary-metabolism-and-respiration
Rv1713,intermediary-metabolism-and-respiration
Rv1714,intermediary-metabolism-and-respiration
Rv1723,intermediary-metabolism-and-respiration
Rv1726,intermediary-metabolism-and-respiration
Rv1731,intermediary-metabolism-and-respiration
Rv1736c,intermediary-metabolism-and-respiration
Rv1745c,intermediary-metabolism-and-respiration
Rv1751,intermediary-metabolism-and-respiration
Rv1755c,intermediary-metabolism-and-respiration
Rv1771,intermediary-metabolism-and-respiration
Rv1774,intermediary-metabolism-and-respiration
Rv1777,intermediary-metabolism-and-respiration
Rv1781c,intermediary-metabolism-and-respiration
Rv1785c,intermediary-metabolism-and-respiration
Rv1786,intermediary-metabolism-and-respiration
Rv1796,intermediary-metabolism-and-respiration
Rv1812c,intermediary-metabolism-and-respiration
Rv1817,intermediary-metabolism-and-respiration
Rv1820,intermediary-metabolism-and-respiration
Rv1826,intermediary-metabolism-and-respiration
Rv1832,intermediary-metabolism-and-respiration
Rv1833c,intermediary-metabolism-and-respiration
Rv1834,intermediary-metabolism-and-respiration
Rv1837c,intermediary-metabolism-and-respiration
Rv1843c,intermediary-metabolism-and-respiration
Rv1844c,intermediary-metabolism-and-respiration
Rv1848,intermediary-metabolism-and-respiration
Rv1849,intermediary-metabolism-and-respiration
Rv1850,intermediary-metabolism-and-respiration
Rv1851,intermediary-metabolism-and-respiration
Rv1852,intermediary-metabolism-and-respiration
Rv1853,intermediary-metabolism-and-respiration
Rv1854c,intermediary-metabolism-and-respiration
Rv1855c,intermediary-metabolism-and-respiration
Rv1856c,intermediary-metabolism-and-respiration
Rv1862,intermediary-metabolism-and-respiration
Rv1865c,intermediary-metabolism-and-respiration
Rv1869c,intermediary-metabolism-and-respiration
Rv1872c,intermediary-metabolism-and-respiration
Rv1876,intermediary-metabolism-and-respiration
Rv1878,intermediary-metabolism-and-respiration
Rv1880c,intermediary-metabolism-and-respiration
Rv1882c,intermediary-metabolism-and-respiration
Rv1885c,intermediary-metabolism-and-respiration
Rv1895,intermediary-metabolism-and-respiration
Rv1900c,intermediary-metabolism-and-respiration
Rv1905c,intermediary-metabolism-and-respiration
Rv1915,intermediary-metabolism-and-respiration
Rv1916,intermediary-metabolism-and-respiration
Rv1923,intermediary-metabolism-and-respiration
Rv1928c,intermediary-metabolism-and-respiration
Rv1936,intermediary-metabolism-and-respiration
Rv1937,intermediary-metabolism-and-respiration
Rv1939,intermediary-metabolism-and-respiration
Rv1940,intermediary-metabolism-and-respiration
Rv1941,intermediary-metabolism-and-respiration
Rv1988,intermediary-metabolism-and-respiration
Rv1990A,intermediary-metabolism-and-respiration
Rv2007c,intermediary-metabolism-and-respiration
Rv2029c,intermediary-metabolism-and-respiration
Rv2043c,intermediary-metabolism-and-respiration
Rv2045c,intermediary-metabolism-and-respiration
Rv2062c,intermediary-metabolism-and-respiration
Rv2064,intermediary-metabolism-and-respiration
Rv2065,intermediary-metabolism-and-respiration
Rv2066,intermediary-metabolism-and-respiration
Rv2068c,intermediary-metabolism-and-respiration
Rv2070c,intermediary-metabolism-and-respiration
Rv2071c,intermediary-metabolism-and-respiration
Rv2072c,intermediary-metabolism-and-respiration
Rv2073c,intermediary-metabolism-and-respiration
Rv2074,intermediary-metabolism-and-respiration
Rv2089c,intermediary-metabolism-and-respiration
Rv2095c,intermediary-metabolism-and-respiration
Rv2096c,intermediary-metabolism-and-respiration
Rv2097c,intermediary-metabolism-and-respiration
Rv2109c,intermediary-metabolism-and-respiration
Rv2110c,intermediary-metabolism-and-respiration
Rv2111c,intermediary-metabolism-and-respiration
Rv2112c,intermediary-metabolism-and-respiration
Rv2118c,intermediary-metabolism-and-respiration
Rv2121c,intermediary-metabolism-and-respiration
Rv2122c,intermediary-metabolism-and-respiration
Rv2124c,intermediary-metabolism-and-respiration
Rv2129c,intermediary-metabolism-and-respiration
Rv2130c,intermediary-metabolism-and-respiration
Rv2131c,intermediary-metabolism-and-respiration
Rv2139,intermediary-metabolism-and-respiration
Rv2141c,intermediary-metabolism-and-respiration
Rv2161c,intermediary-metabolism-and-respiration
Rv2170,intermediary-metabolism-and-respiration
Rv2178c,intermediary-metabolism-and-respiration
Rv2192c,intermediary-metabolism-and-respiration
Rv2193,intermediary-metabolism-and-respiration
Rv2194,intermediary-metabolism-and-respiration
Rv2195,intermediary-metabolism-and-respiration
Rv2196,intermediary-metabolism-and-respiration
Rv2200c,intermediary-metabolism-and-respiration
Rv2201,intermediary-metabolism-and-respiration
Rv2202c,intermediary-metabolism-and-respiration
Rv2207,intermediary-metabolism-and-respiration
Rv2208,intermediary-metabolism-and-respiration
Rv2210c,intermediary-metabolism-and-respiration
Rv2211c,intermediary-metabolism-and-respiration
Rv2212,intermediary-metabolism-and-respiration
Rv2213,intermediary-metabolism-and-respiration
Rv2215,intermediary-metabolism-and-respiration
Rv2217,intermediary-metabolism-and-respiration
Rv2218,intermediary-metabolism-and-respiration
Rv2220,intermediary-metabolism-and-respiration
Rv2221c,intermediary-metabolism-and-respiration
Rv2222c,intermediary-metabolism-and-respiration
Rv2225,intermediary-metabolism-and-respiration
Rv2231c,intermediary-metabolism-and-respiration
Rv2236c,intermediary-metabolism-and-respiration
Rv2241,intermediary-metabolism-and-respiration
Rv2249c,intermediary-metabolism-and-respiration
Rv2250A,intermediary-metabolism-and-respiration
Rv2251,intermediary-metabolism-and-respiration
Rv2259,intermediary-metabolism-and-respiration
Rv2263,intermediary-metabolism-and-respiration
Rv2266,intermediary-metabolism-and-respiration
Rv2268c,intermediary-metabolism-and-respiration
Rv2276,intermediary-metabolism-and-respiration
Rv2277c,intermediary-metabolism-and-respiration
Rv2280,intermediary-metabolism-and-respiration
Rv2284,intermediary-metabolism-and-respiration
Rv2291,intermediary-metabolism-and-respiration
Rv2294,intermediary-metabolism-and-respiration
Rv2296,intermediary-metabolism-and-respiration
Rv2321c,intermediary-metabolism-and-respiration
Rv2322c,intermediary-metabolism-and-respiration
Rv2332,intermediary-metabolism-and-respiration
Rv2334,intermediary-metabolism-and-respiration
Rv2335,intermediary-metabolism-and-respiration
Rv2338c,intermediary-metabolism-and-respiration
Rv2344c,intermediary-metabolism-and-respiration
Rv2349c,intermediary-metabolism-and-respiration
Rv2350c,intermediary-metabolism-and-respiration
Rv2351c,intermediary-metabolism-and-respiration
Rv2363,intermediary-metabolism-and-respiration
Rv2364c,intermediary-metabolism-and-respiration
Rv2368c,intermediary-metabolism-and-respiration
Rv2388c,intermediary-metabolism-and-respiration
Rv2391,intermediary-metabolism-and-respiration
Rv2392,intermediary-metabolism-and-respiration
Rv2393,intermediary-metabolism-and-respiration
Rv2394,intermediary-metabolism-and-respiration
Rv2404c,intermediary-metabolism-and-respiration
Rv2419c,intermediary-metabolism-and-respiration
Rv2421c,intermediary-metabolism-and-respiration
Rv2427c,intermediary-metabolism-and-respiration
Rv2435c,intermediary-metabolism-and-respiration
Rv2436,intermediary-metabolism-and-respiration
Rv2438c,intermediary-metabolism-and-respiration
Rv2439c,intermediary-metabolism-and-respiration
Rv2440c,intermediary-metabolism-and-respiration
Rv2445c,intermediary-metabolism-and-respiration
Rv2447c,intermediary-metabolism-and-respiration
Rv2453c,intermediary-metabolism-and-respiration
Rv2454c,intermediary-metabolism-and-respiration
Rv2455c,intermediary-metabolism-and-respiration
Rv2457c,intermediary-metabolism-and-respiration
Rv2458,intermediary-metabolism-and-respiration
Rv2460c,intermediary-metabolism-and-respiration
Rv2461c,intermediary-metabolism-and-respiration
Rv2463,intermediary-metabolism-and-respiration
Rv2465c,intermediary-metabolism-and-respiration
Rv2467,intermediary-metabolism-and-respiration
Rv2470,intermediary-metabolism-and-respiration
Rv2471,intermediary-metabolism-and-respiration
Rv2476c,intermediary-metabolism-and-respiration
Rv2485c,intermediary-metabolism-and-respiration
Rv2495c,intermediary-metabolism-and-respiration
Rv2496c,intermediary-metabolism-and-respiration
Rv2497c,intermediary-metabolism-and-respiration
Rv2498c,intermediary-metabolism-and-respiration
Rv2499c,intermediary-metabolism-and-respiration
Rv2509,intermediary-metabolism-and-respiration
Rv2511,intermediary-metabolism-and-respiration
Rv2531c,intermediary-metabolism-and-respiration
Rv2535c,intermediary-metabolism-and-respiration
Rv2537c,intermediary-metabolism-and-respiration
Rv2538c,intermediary-metabolism-and-respiration
Rv2539c,intermediary-metabolism-and-respiration
Rv2540c,intermediary-metabolism-and-respiration
Rv2552c,intermediary-metabolism-and-respiration
Rv2579,intermediary-metabolism-and-respiration
Rv2583c,intermediary-metabolism-and-respiration
Rv2584c,intermediary-metabolism-and-respiration
Rv2589,intermediary-metabolism-and-respiration
Rv2601,intermediary-metabolism-and-respiration
Rv2604c,intermediary-metabolism-and-respiration
Rv2606c,intermediary-metabolism-and-respiration
Rv2607,intermediary-metabolism-and-respiration
Rv2622,intermediary-metabolism-and-respiration
Rv2667,intermediary-metabolism-and-respiration
Rv2669,intermediary-metabolism-and-respiration
Rv2671,intermediary-metabolism-and-respiration
Rv2672,intermediary-metabolism-and-respiration
Rv2674,intermediary-metabolism-and-respiration
Rv2677c,intermediary-metabolism-and-respiration
Rv2678c,intermediary-metabolism-and-respiration
Rv2682c,intermediary-metabolism-and-respiration
Rv2697c,intermediary-metabolism-and-respiration
Rv2701c,intermediary-metabolism-and-respiration
Rv2702,intermediary-metabolism-and-respiration
Rv2713,intermediary-metabolism-and-respiration
Rv2715,intermediary-metabolism-and-respiration
Rv2725c,intermediary-metabolism-and-respiration
Rv2726c,intermediary-metabolism-and-respiration
Rv2727c,intermediary-metabolism-and-respiration
Rv2739c,intermediary-metabolism-and-respiration
Rv2747,intermediary-metabolism-and-respiration
Rv2750,intermediary-metabolism-and-respiration
Rv2753c,intermediary-metabolism-and-respiration
Rv2754c,intermediary-metabolism-and-respiration
Rv2763c,intermediary-metabolism-and-respiration
Rv2764c,intermediary-metabolism-and-respiration
Rv2765,intermediary-metabolism-and-respiration
Rv2766c,intermediary-metabolism-and-respiration
Rv2773c,intermediary-metabolism-and-respiration
Rv2775,intermediary-metabolism-and-respiration
Rv2776c,intermediary-metabolism-and-respiration
Rv2780,intermediary-metabolism-and-respiration
Rv2781c,intermediary-metabolism-and-respiration
Rv2782c,intermediary-metabolism-and-respiration
Rv2786c,intermediary-metabolism-and-respiration
Rv2800,intermediary-metabolism-and-respiration
Rv2847c,intermediary-metabolism-and-respiration
Rv2848c,intermediary-metabolism-and-respiration
Rv2849c,intermediary-metabolism-and-respiration
Rv2850c,intermediary-metabolism-and-respiration
Rv2851c,intermediary-metabolism-and-respiration
Rv2852c,intermediary-metabolism-and-respiration
Rv2855,intermediary-metabolism-and-respiration
Rv2857c,intermediary-metabolism-and-respiration
Rv2858c,intermediary-metabolism-and-respiration
Rv2859c,intermediary-metabolism-and-respiration
Rv2860c,intermediary-metabolism-and-respiration
Rv2861c,intermediary-metabolism-and-respiration
Rv2867c,intermediary-metabolism-and-respiration
Rv2870c,intermediary-metabolism-and-respiration
Rv2874,intermediary-metabolism-and-respiration
Rv2883c,intermediary-metabolism-and-respiration
Rv2888c,intermediary-metabolism-and-respiration
Rv2893,intermediary-metabolism-and-respiration
Rv2895c,intermediary-metabolism-and-respiration
Rv2899c,intermediary-metabolism-and-respiration
Rv2900c,intermediary-metabolism-and-respiration
Rv2913c,intermediary-metabolism-and-respiration
Rv2918c,intermediary-metabolism-and-respiration
Rv2922A,intermediary-metabolism-and-respiration
Rv2949c,intermediary-metabolism-and-respiration
Rv2951c,intermediary-metabolism-and-respiration
Rv2952,intermediary-metabolism-and-respiration
Rv2957,intermediary-metabolism-and-respiration
Rv2958c,intermediary-metabolism-and-respiration
Rv2959c,intermediary-metabolism-and-respiration
Rv2962c,intermediary-metabolism-and-respiration
Rv2964,intermediary-metabolism-and-respiration
Rv2966c,intermediary-metabolism-and-respiration
Rv2967c,intermediary-metabolism-and-respiration
Rv2970c,intermediary-metabolism-and-respiration
Rv2971,intermediary-metabolism-and-respiration
Rv2977c,intermediary-metabolism-and-respiration
Rv2984,intermediary-metabolism-and-respiration
Rv2987c,intermediary-metabolism-and-respiration
Rv2988c,intermediary-metabolism-and-respiration
Rv2993c,intermediary-metabolism-and-respiration
Rv2995c,intermediary-metabolism-and-respiration
Rv2996c,intermediary-metabolism-and-respiration
Rv2997,intermediary-metabolism-and-respiration
Rv3001c,intermediary-metabolism-and-respiration
Rv3002c,intermediary-metabolism-and-respiration
Rv3003c,intermediary-metabolism-and-respiration
Rv3007c,intermediary-metabolism-and-respiration
Rv3010c,intermediary-metabolism-and-respiration
Rv3025c,intermediary-metabolism-and-respiration
Rv3027c,intermediary-metabolism-and-respiration
Rv3028c,intermediary-metabolism-and-respiration
Rv3029c,intermediary-metabolism-and-respiration
Rv3032,intermediary-metabolism-and-respiration
Rv3034c,intermediary-metabolism-and-respiration
Rv3042c,intermediary-metabolism-and-respiration
Rv3043c,intermediary-metabolism-and-respiration
Rv3045,intermediary-metabolism-and-respiration
Rv3049c,intermediary-metabolism-and-respiration
Rv3057c,intermediary-metabolism-and-respiration
Rv3059,intermediary-metabolism-and-respiration
Rv3068c,intermediary-metabolism-and-respiration
Rv3077,intermediary-metabolism-and-respiration
Rv3078,intermediary-metabolism-and-respiration
Rv3083,intermediary-metabolism-and-respiration
Rv3084,intermediary-metabolism-and-respiration
Rv3085,intermediary-metabolism-and-respiration
Rv3086,intermediary-metabolism-and-respiration
Rv3093c,intermediary-metabolism-and-respiration
Rv3106,intermediary-metabolism-and-respiration
Rv3109,intermediary-metabolism-and-respiration
Rv3110,intermediary-metabolism-and-respiration
Rv3111,intermediary-metabolism-and-respiration
Rv3112,intermediary-metabolism-and-respiration
Rv3113,intermediary-metabolism-and-respiration
Rv3116,intermediary-metabolism-and-respiration
Rv3117,intermediary-metabolism-and-respiration
Rv3118,intermediary-metabolism-and-respiration
Rv3119,intermediary-metabolism-and-respiration
Rv3121,intermediary-metabolism-and-respiration
Rv3137,intermediary-metabolism-and-respiration
Rv3138,intermediary-metabolism-and-respiration
Rv3145,intermediary-metabolism-and-respiration
Rv3146,intermediary-metabolism-and-respiration
Rv3147,intermediary-metabolism-and-respiration
Rv3148,intermediary-metabolism-and-respiration
Rv3149,intermediary-metabolism-and-respiration
Rv3150,intermediary-metabolism-and-respiration
Rv3151,intermediary-metabolism-and-respiration
Rv3152,intermediary-metabolism-and-respiration
Rv3153,intermediary-metabolism-and-respiration
Rv3154,intermediary-metabolism-and-respiration
Rv3155,intermediary-metabolism-and-respiration
Rv3156,intermediary-metabolism-and-respiration
Rv3157,intermediary-metabolism-and-respiration
Rv3158,intermediary-metabolism-and-respiration
Rv3161c,intermediary-metabolism-and-respiration
Rv3170,intermediary-metabolism-and-respiration
Rv3174,intermediary-metabolism-and-respiration
Rv3175,intermediary-metabolism-and-respiration
Rv3198A,intermediary-metabolism-and-respiration
Rv3199c,intermediary-metabolism-and-respiration
Rv3203,intermediary-metabolism-and-respiration
Rv3206c,intermediary-metabolism-and-respiration
Rv3214,intermediary-metabolism-and-respiration
Rv3215,intermediary-metabolism-and-respiration
Rv3216,intermediary-metabolism-and-respiration
Rv3224,intermediary-metabolism-and-respiration
Rv3225c,intermediary-metabolism-and-respiration
Rv3227,intermediary-metabolism-and-respiration
Rv3230c,intermediary-metabolism-and-respiration
Rv3232c,intermediary-metabolism-and-respiration
Rv3247c,intermediary-metabolism-and-respiration
Rv3248c,intermediary-metabolism-and-respiration
Rv3250c,intermediary-metabolism-and-respiration
Rv3251c,intermediary-metabolism-and-respiration
Rv3255c,intermediary-metabolism-and-respiration
Rv3257c,intermediary-metabolism-and-respiration
Rv3261,intermediary-metabolism-and-respiration
Rv3262,intermediary-metabolism-and-respiration
Rv3266c,intermediary-metabolism-and-respiration
Rv3273,intermediary-metabolism-and-respiration
Rv3275c,intermediary-metabolism-and-respiration
Rv3276c,intermediary-metabolism-and-respiration
Rv3279c,intermediary-metabolism-and-respiration
Rv3283,intermediary-metabolism-and-respiration
Rv3290c,intermediary-metabolism-and-respiration
Rv3293,intermediary-metabolism-and-respiration
Rv3299c,intermediary-metabolism-and-respiration
Rv3302c,intermediary-metabolism-and-respiration
Rv3303c,intermediary-metabolism-and-respiration
Rv3305c,intermediary-metabolism-and-respiration
Rv3306c,intermediary-metabolism-and-respiration
Rv3307,intermediary-metabolism-and-respiration
Rv3308,intermediary-metabolism-and-respiration
Rv3309c,intermediary-metabolism-and-respiration
Rv3313c,intermediary-metabolism-and-respiration
Rv3314c,intermediary-metabolism-and-respiration
Rv3315c,intermediary-metabolism-and-respiration
Rv3316,intermediary-metabolism-and-respiration
Rv3317,intermediary-metabolism-and-respiration
Rv3318,intermediary-metabolism-and-respiration
Rv3319,intermediary-metabolism-and-respiration
Rv3322c,intermediary-metabolism-and-respiration
Rv3323c,intermediary-metabolism-and-respiration
Rv3324c,intermediary-metabolism-and-respiration
Rv3324A,intermediary-metabolism-and-respiration
Rv3329,intermediary-metabolism-and-respiration
Rv3339c,intermediary-metabolism-and-respiration
Rv3340,intermediary-metabolism-and-respiration
Rv3341,intermediary-metabolism-and-respiration
Rv3342,intermediary-metabolism-and-respiration
Rv3352c,intermediary-metabolism-and-respiration
Rv3356c,intermediary-metabolism-and-respiration
Rv3359,intermediary-metabolism-and-respiration
Rv3368c,intermediary-metabolism-and-respiration
Rv3375,intermediary-metabolism-and-respiration
Rv3377c,intermediary-metabolism-and-respiration
Rv3378c,intermediary-metabolism-and-respiration
Rv3379c,intermediary-metabolism-and-respiration
Rv3389c,intermediary-metabolism-and-respiration
Rv3393,intermediary-metabolism-and-respiration
Rv3396c,intermediary-metabolism-and-respiration
Rv3397c,intermediary-metabolism-and-respiration
Rv3400,intermediary-metabolism-and-respiration
Rv3401,intermediary-metabolism-and-respiration
Rv3406,intermediary-metabolism-and-respiration
Rv3410c,intermediary-metabolism-and-respiration
Rv3411c,intermediary-metabolism-and-respiration
Rv3419c,intermediary-metabolism-and-respiration
Rv3423c,intermediary-metabolism-and-respiration
Rv3432c,intermediary-metabolism-and-respiration
Rv3436c,intermediary-metabolism-and-respiration
Rv3441c,intermediary-metabolism-and-respiration
Rv3449,intermediary-metabolism-and-respiration
Rv3464,intermediary-metabolism-and-respiration
Rv3465,intermediary-metabolism-and-respiration
Rv3468c,intermediary-metabolism-and-respiration
Rv3469c,intermediary-metabolism-and-respiration
Rv3470c,intermediary-metabolism-and-respiration
Rv3485c,intermediary-metabolism-and-respiration
Rv3487c,intermediary-metabolism-and-respiration
Rv3502c,intermediary-metabolism-and-respiration
Rv3503c,intermediary-metabolism-and-respiration
Rv3509c,intermediary-metabolism-and-respiration
Rv3518c,intermediary-metabolism-and-respiration
Rv3520c,intermediary-metabolism-and-respiration
Rv3525c,intermediary-metabolism-and-respiration
Rv3526,intermediary-metabolism-and-respiration
Rv3530c,intermediary-metabolism-and-respiration
Rv3534c,intermediary-metabolism-and-respiration
Rv3535c,intermediary-metabolism-and-respiration
Rv3536c,intermediary-metabolism-and-respiration
Rv3537,intermediary-metabolism-and-respiration
Rv3538,intermediary-metabolism-and-respiration
Rv3545c,intermediary-metabolism-and-respiration
Rv3547,intermediary-metabolism-and-respiration
Rv3548c,intermediary-metabolism-and-respiration
Rv3549c,intermediary-metabolism-and-respiration
Rv3551,intermediary-metabolism-and-respiration
Rv3552,intermediary-metabolism-and-respiration
Rv3553,intermediary-metabolism-and-respiration
Rv3554,intermediary-metabolism-and-respiration
Rv3559c,intermediary-metabolism-and-respiration
Rv3565,intermediary-metabolism-and-respiration
Rv3566c,intermediary-metabolism-and-respiration
Rv3567c,intermediary-metabolism-and-respiration
Rv3568c,intermediary-metabolism-and-respiration
Rv3569c,intermediary-metabolism-and-respiration
Rv3570c,intermediary-metabolism-and-respiration
Rv3571,intermediary-metabolism-and-respiration
Rv3579c,intermediary-metabolism-and-respiration
Rv3581c,intermediary-metabolism-and-respiration
Rv3582c,intermediary-metabolism-and-respiration
Rv3588c,intermediary-metabolism-and-respiration
Rv3591c,intermediary-metabolism-and-respiration
Rv3592,intermediary-metabolism-and-respiration
Rv3596c,intermediary-metabolism-and-respiration
Rv3601c,intermediary-metabolism-and-respiration
Rv3602c,intermediary-metabolism-and-respiration
Rv3606c,intermediary-metabolism-and-respiration
Rv3607c,intermediary-metabolism-and-respiration
Rv3608c,intermediary-metabolism-and-respiration
Rv3609c,intermediary-metabolism-and-respiration
Rv3618,intermediary-metabolism-and-respiration
Rv3624c,intermediary-metabolism-and-respiration
Rv3628,intermediary-metabolism-and-respiration
Rv3631,intermediary-metabolism-and-respiration
Rv3634c,intermediary-metabolism-and-respiration
Rv3668c,intermediary-metabolism-and-respiration
Rv3671c,intermediary-metabolism-and-respiration
Rv3673c,intermediary-metabolism-and-respiration
Rv3677c,intermediary-metabolism-and-respiration
Rv3684,intermediary-metabolism-and-respiration
Rv3685c,intermediary-metabolism-and-respiration
Rv3696c,intermediary-metabolism-and-respiration
Rv3700c,intermediary-metabolism-and-respiration
Rv3704c,intermediary-metabolism-and-respiration
Rv3708c,intermediary-metabolism-and-respiration
Rv3709c,intermediary-metabolism-and-respiration
Rv3710,intermediary-metabolism-and-respiration
Rv3712,intermediary-metabolism-and-respiration
Rv3713,intermediary-metabolism-and-respiration
Rv3725,intermediary-metabolism-and-respiration
Rv3726,intermediary-metabolism-and-respiration
Rv3727,intermediary-metabolism-and-respiration
Rv3729,intermediary-metabolism-and-respiration
Rv3741c,intermediary-metabolism-and-respiration
Rv3742c,intermediary-metabolism-and-respiration
Rv3752c,intermediary-metabolism-and-respiration
Rv3754,intermediary-metabolism-and-respiration
Rv3762c,intermediary-metabolism-and-respiration
Rv3772,intermediary-metabolism-and-respiration
Rv3775,intermediary-metabolism-and-respiration
Rv3777,intermediary-metabolism-and-respiration
Rv3778c,intermediary-metabolism-and-respiration
Rv3784,intermediary-metabolism-and-respiration
Rv3814c,intermediary-metabolism-and-respiration
Rv3815c,intermediary-metabolism-and-respiration
Rv3816c,intermediary-metabolism-and-respiration
Rv3817,intermediary-metabolism-and-respiration
Rv3829c,intermediary-metabolism-and-respiration
Rv3837c,intermediary-metabolism-and-respiration
Rv3838c,intermediary-metabolism-and-respiration
Rv3841,intermediary-metabolism-and-respiration
Rv3842c,intermediary-metabolism-and-respiration
Rv3854c,intermediary-metabolism-and-respiration
Rv3858c,intermediary-metabolism-and-respiration
Rv3859c,intermediary-metabolism-and-respiration
Rv3883c,intermediary-metabolism-and-respiration
Rv3886c,intermediary-metabolism-and-respiration
Rv3913,intermediary-metabolism-and-respiration
Rv3914,intermediary-metabolism-and-respiration
Rv3915,intermediary-metabolism-and-respiration
Rv0325,unknown
Rv0326,unknown
Rv1046c,unknown
Rv1502,unknown
Rv1506c,unknown
Rv1507A,unknown
Rv1509,unknown
Rv1742,unknown
Rv1954A,unknown
Rv2084,unknown
Rv2292c,unknown
Rv2348c,unknown
Rv2645,unknown
Rv2818c,unknown
Rv3599c,unknown
Rv0096,PE-PPE-families
Rv0109,PE-PPE-families
Rv0124,PE-PPE-families
Rv0151c,PE-PPE-families
Rv0152c,PE-PPE-families
Rv0159c,PE-PPE-families
Rv0160c,PE-PPE-families
Rv0256c,PE-PPE-families
Rv0278c,PE-PPE-families
Rv0279c,PE-PPE-families
Rv0280,PE-PPE-families
Rv0285,PE-PPE-families
Rv0286,PE-PPE-families
Rv0297,PE-PPE-families
Rv0304c,PE-PPE-families
Rv0305c,PE-PPE-families
Rv0335c,PE-PPE-families
Rv0354c,PE-PPE-families
Rv0355c,PE-PPE-families
Rv0388c,PE-PPE-families
Rv0442c,PE-PPE-families
Rv0453,PE-PPE-families
Rv0532,PE-PPE-families
Rv0578c,PE-PPE-families
